4.000000000002614797e-01,7.054445965201372459e-01,4.684333100755949533e-70
4.000000000002615352e-01,6.996523849802462891e-01,9.021018553299338383e-02
4.000000000002614797e-01,6.823718094391084676e-01,1.789389606086002338e-01
4.000000000002612577e-01,6.538873768071987724e-01,2.647296593542355914e-01
4.000000000002614242e-01,6.146666815923681471e-01,3.461738257892860160e-01
4.000000000002615907e-01,5.653529027540651342e-01,4.219338371006027266e-01
4.000000000002615352e-01,5.067552337819285491e-01,4.907650762393893640e-01
4.000000000002615352e-01,4.398367664457937809e-01,5.515378601684129967e-01
4.000000000002615907e-01,3.656966782287584539e-01,6.032549209974747972e-01
4.000000000002615352e-01,2.855520717528659547e-01,6.450671041058650967e-01
4.000000000002614797e-01,2.007184398745815723e-01,6.762870275484589300e-01
4.000000000002613687e-01,1.125887748404374306e-01,6.964013824362461635e-01
4.000000000002614797e-01,2.261057311154810595e-02,7.050809312912844629e-01
4.000000000002614242e-01,-6.773882654119746383e-02,7.021837984969226953e-01
4.000000000002615352e-01,-1.569761240462826390e-01,6.877573366172251568e-01
4.000000000002614797e-01,-2.436358887657285310e-01,6.620374156517532249e-01
4.000000000002614797e-01,-3.262947874446665564e-01,6.254460189060115916e-01
4.000000000002614242e-01,-4.035958991232889148e-01,5.785850712000153440e-01
4.000000000002615352e-01,-4.742703824364314369e-01,5.222243996248373543e-01
4.000000000002614242e-01,-5.371577618523687425e-01,4.572890697832988072e-01
4.000000000002614797e-01,-5.912246312634211742e-01,3.848445872545284141e-01
4.000000000002614797e-01,-6.355828718855301984e-01,3.060805792497638400e-01
4.000000000002613132e-01,-6.695050672871307729e-01,2.222909975270172811e-01
4.000000000002614797e-01,-6.924347210745118719e-01,1.348516498516595663e-01
4.000000000002613687e-01,-7.039950181727648859e-01,4.519797977831405134e-02
4.000000000002614797e-01,-7.039950181728861223e-01,-4.519797977643004450e-02
4.000000000002614797e-01,-6.924347210748723613e-01,-1.348516498498079919e-01
4.000000000002615907e-01,-6.695050672877251863e-01,-2.222909975252275183e-01
4.000000000002615352e-01,-6.355828718863484328e-01,-3.060805792480650878e-01
4.000000000002615352e-01,-5.912246312644503510e-01,-3.848445872529475675e-01
4.000000000002614797e-01,-5.371577618535926524e-01,-4.572890697818609573e-01
4.000000000002613687e-01,-4.742703824378288746e-01,-5.222243996235679253e-01
4.000000000002614797e-01,-4.035958991248363992e-01,-5.785850711989359851e-01
4.000000000002614242e-01,-3.262947874463386078e-01,-6.254460189051396224e-01
4.000000000002614242e-01,-2.436358887674980045e-01,-6.620374156511019681e-01
4.000000000002615907e-01,-1.569761240481213072e-01,-6.877573366168054925e-01
4.000000000002614797e-01,-6.773882654307661344e-02,-7.021837984967413959e-01
4.000000000002614797e-01,2.261057310966055681e-02,-7.050809312913447480e-01
4.000000000002615352e-01,1.125887748385744069e-01,-6.964013824365477001e-01
4.000000000002614797e-01,2.007184398727734909e-01,-6.762870275489957228e-01
4.000000000002613132e-01,2.855520717511412232e-01,-6.450671041066280420e-01
4.000000000002614797e-01,3.656966782271452443e-01,-6.032549209984526817e-01
4.000000000002615352e-01,4.398367664443181280e-01,-5.515378601695897220e-01
4.000000000002614797e-01,5.067552337806142670e-01,-4.907650762407465006e-01
4.000000000002614797e-01,5.653529027529363704e-01,-4.219338371021148504e-01
4.000000000002613132e-01,6.146666815914424431e-01,-3.461738257909294236e-01
4.000000000002614242e-01,6.538873768064914493e-01,-2.647296593559836375e-01
4.000000000002613687e-01,6.823718094386298505e-01,-1.789389606104250519e-01
4.000000000002614797e-01,6.996523849800049266e-01,-9.021018553486487290e-02
4.000000000002614797e-01,7.054445965201372459e-01,-1.888586509402045976e-12
2.016326530612244206e+00,1.567445053526563603e+00,0.000000000000000000e+00
2.016326530612245094e+00,1.554575193339063022e+00,2.004402752383128428e-01
2.016326530612245094e+00,1.516179048853947720e+00,3.975889674024280507e-01
2.016326530612245094e+00,1.452888773115869281e+00,5.882094740321192061e-01
2.016326530612244650e+00,1.365743326097039301e+00,7.691723114360543567e-01
2.016326530612244650e+00,1.256171803269316767e+00,9.375053819153943424e-01
2.016326530612245094e+00,1.125972171955660350e+00,1.090443239613281490e+00
2.016326530612245094e+00,9.772843499334578077e-01,1.225475813435034311e+00
2.016326530612245094e+00,8.125506272321864065e-01,1.340387248832693334e+00
2.016326530612244206e+00,6.344753147162965901e-01,1.433290787840262981e+00
2.016326530612245094e+00,4.459813389784816340e-01,1.502659119262655274e+00
2.016326530612244650e+00,2.501638244512263132e-01,1.547351709196872038e+00
2.016326530612245094e+00,5.023899984928918705e-02,1.566637016627812073e+00
2.016326530612245094e+00,-1.505105987313606619e-01,1.560199804562601100e+00
2.016326530612244206e+00,-3.487891896439125339e-01,1.528145286851473994e+00
2.016326530612245538e+00,-5.413406957717503687e-01,1.470997548965946811e+00
2.016326530612245094e+00,-7.250025772345003450e-01,1.389694206203033522e+00
